20020522:233100	-0.00290174	-0.00290174
20020523:182000	0.00238874	0.00238874
20020524:142100	-0.00210299	-0.00239102
20020527:204600	0.0013539	0.0013539
20020528:232800	0.00711855	0.00711855
20020529:214200	0.00672872	0.00672872
20020530:180800	-0.00221033	-0.00221033
20020531:131300	0.00967754	0.00982116
20020603:154600	0.0123973	0.0123973
20020604:142100	0.0156362	0.0156362
20020605:114300	0.0103193	0.0103193
20020606:074100	0.0112519	0.0109684
20020607:034900	0.00826114	0.00826114
20020610:023900	-5.62337e-05	-5.62337e-05
20020611:015700	-0.00637071	-0.00637071
20020611:224900	0.00241616	0.00213515
20020612:190400	0.00710237	0.00710237
20020613:161300	-0.00241156	-0.00241156
20020614:134400	-0.0163934	-0.0163934
20020617:130000	-0.0254822	-0.025623
20020618:124900	-0.00950334	-0.00950334
20020619:121100	-0.00593349	-0.00564953
20020620:102600	0.00450755	0.00450755
20020621:072000	0.0117499	0.0117499
20020624:051100	-0.00111277	-0.000827394
20020624:222200	-0.0096501	-0.0096501
20020625:160000	-0.0127697	-0.0126272
20020626:090100	-0.0091981	-0.00948382
20020627:014400	-0.0299983	-0.0299983
20020627:175800	-0.0276052	-0.0276052
20020628:121200	-0.027709	-0.027709
20020701:113900	-0.0126921	-0.0126921
20020702:085500	-0.00150752	-0.00150752
20020703:060900	0.00178306	0.00178306
20020704:031900	-0.00463993	-0.00449118
20020705:005800	-0.00509136	-0.00509136
20020708:004300	-0.00654858	-0.00639972
20020708:211200	-0.00339797	-0.00339797
20020709:163900	0.00283753	0.00268815
20020710:134800	0.000508193	0.000657574
20020711:094500	-0.0201471	-0.0202965
20020712:085700	-0.0185136	-0.0185136
20020715:092500	-0.0166898	-0.0166898
20020716:063600	-0.0110489	-0.0110489
20020717:020400	-0.0162537	-0.0164059
20020718:000100	-0.0188205	-0.0188205
20020719:002400	-0.00662143	-0.00646753
20020722:005200	-0.00382959	-0.00367525
20020722:181200	-0.0129094	-0.0130642
20020723:133000	-0.00839944	-0.00839944
20020724:072100	-0.0123534	-0.0123534
20020725:000000	-0.00987933	-0.00987933
20020725:171400	-0.00812701	-0.00812701
20020726:115300	-0.00267799	-0.00267799
20020729:080400	0.00981261	0.00981261
20020730:050100	0.0275851	0.0275851
20020730:235500	0.0262638	0.0262638
20020731:165100	0.0113007	0.0116119
20020801:115700	-0.000371572	-0.000526418
20020802:070200	-0.00764893	-0.00749468
20020805:044000	-0.0109992	-0.0109992
20020805:231700	-0.0232709	-0.0231163
20020806:140800	-0.0110489	-0.0112045
20020807:081000	0.00381397	0.00381397
20020808:020100	0.0049135	0.00507001
20020808:202900	0.0109581	0.0109581
20020809:152000	0.00397146	0.00397146
20020812:141000	-0.00165218	-0.00165218
20020813:105400	-0.00382842	-0.00382842
20020814:053700	-0.0147009	-0.0150123
20020814:211300	-0.0153692	-0.0153692
20020815:134700	0.00273084	0.00273084
20020816:083600	0.00939482	0.00939482
20020819:052300	0.00766187	0.00781891
20020819:224500	0.00994885	0.00994885
20020820:151400	0.0155762	0.0155762
20020821:104900	0.00211427	0.0016479
20020822:071500	0.00251401	0.00235879
20020823:031300	0.00623184	0.00623184
20020826:031200	0.00581554	0.00581554
20020827:023700	0.0150028	0.0150028
20020827:215600	0.00889885	0.00889885
20020828:152400	0.00128901	0.00128901
20020829:103700	-0.00407379	-0.00407379
20020830:081200	-0.000612384	-0.000612384
20020902:065200	-0.00351844	-0.00351844
20020903:063900	-0.00760199	-0.00744869
20020904:010300	-0.0202796	-0.020126
20020904:182100	-0.0068525	-0.0068525
20020905:141200	-0.0132698	-0.0128058
20020906:120400	-0.000341866	-0.000497152
20020909:092600	0.0119623	0.0119623
20020910:051400	0.0162501	0.0164058
20020910:230600	0.0159567	0.0159567
20020911:155400	0.0193531	0.0191987
20020912:115900	0.0170738	0.0172271
20020913:080500	0.00609294	0.00594058
20020916:030500	0.0155467	0.0155467
20020916:224100	0.0150183	0.0150183
20020917:141700	0.00562349	0.00622496
20020918:082900	-0.00842932	-0.0091793
20020919:015900	0.00162113	0.00162113
20020919:175000	0.000479354	0.000479354
20020920:114200	0.00902029	0.00887053
20020923:091300	0.00883632	0.00898612
20020924:042600	0.00170495	0.00185442
20020924:214700	-0.000149197	-0.000149197
20020925:135700	-0.00149031	-0.00163938
20020926:091900	-0.00822143	-0.00807246
20020927:054700	-0.00585147	-0.00585147
20020930:024200	-0.0116697	-0.0116697
20020930:192800	-0.00849139	-0.00834133
20021001:144100	-0.000722146	-0.000722146
20021002:091800	0.00961539	0.00961539
20021003:073200	0.00599115	0.0061416
20021004:033600	0.00875476	0.00860442
20021007:035200	0.0165272	0.0165272
20021008:005000	0.0194581	0.0194581
20021008:232900	0.00718141	0.00703311
20021009:223500	-0.000355107	-0.000355107
20021010:175500	-0.000708838	-0.000561135
20021011:163400	0.0023585	0.0023585
20021015:000500	-0.000795442	-0.000795442
20021015:190100	0.00551742	0.00551742
20021016:181300	0.00704576	0.00704576
20021017:165800	0.00917704	0.00902994
20021018:151000	0.0123779	0.0122312
20021021:142600	0.00918229	0.00932854
20021022:113000	0.0101996	0.0101996
20021023:073000	-0.00426929	-0.00397891
20021024:062500	-0.00354067	-0.00354067
20021025:060300	-0.00383024	-0.00383024
20021028:063500	0.00668116	0.00682643
20021029:032800	0.0022058	0.00235095
20021030:004500	-0.00964355	-0.00964355
20021030:213000	-0.0116025	-0.0113118
20021031:193200	-0.0091783	-0.0091783
20021101:163400	-0.0033572	-0.0035032
20021104:193400	0.0041871	0.00433353
20021105:195300	0.00278553	0.00278553
20021106:203700	0.00583135	0.00583135
20021107:155300	0.00400672	0.00400672
20021108:143200	-0.00738511	-0.00738511
20021111:112200	-0.0210628	-0.0210628
20021112:072000	-0.0149381	-0.0149381
20021113:042900	-0.0096327	-0.0096327
20021114:024600	-0.004023	-0.00417082
20021115:005700	0.00804777	0.00804777
20021118:050800	0.011972	0.011972
20021119:031700	0.00568505	0.00583313
20021119:202300	0.00744396	0.00744396
20021120:160900	0.00765832	0.00795293
20021121:134700	0.00960124	0.00974808
20021122:130600	0.0118315	0.0116851
20021125:120900	0.005461	0.005461
20021126:095600	-0.00672763	-0.00672763
20021127:095100	-0.00745566	-0.00701882
20021128:073900	-0.00743222	-0.00743222
20021129:090900	-0.000700824	-0.000408851
20021202:103500	0.0186377	0.0186377
20021203:051600	0.0166399	0.0166399
20021204:025300	0.0141283	0.0141283
20021204:230400	0.0120081	0.0118635
20021205:213800	0.00823162	0.00823162
20021206:200300	-0.00604479	-0.00604479
20021209:164700	-0.0040708	-0.0040708
20021210:143800	-0.0047325	-0.00516271
20021211:105500	-0.00941771	-0.00941771
20021212:082300	-0.00195777	-0.00166991
20021213:032100	-0.000144311	-0.000144311
20021213:194800	-0.0180942	-0.0180942
